multiplier,mode_changed,demand_train,rel_demand_train,demand_car,rel_demand_car,demand_bus,rel_demand_bus,demand_air,rel_demand_air
0.7,bus,622.3504638671875,0.9971299171447754,2193.127685546875,0.998404860496521,24.19819450378418,1.4001237154006958,1484.3233642578125,0.9989095330238342
0.725,bus,622.5253295898438,0.9974101185798645,2193.464599609375,0.9985582232475281,23.523094177246094,1.361061930656433,1484.487060546875,0.9990196824073792
0.75,bus,622.6951293945312,0.9976821541786194,2193.792236328125,0.9987074136734009,22.86780548095703,1.3231464624404907,1484.644775390625,0.9991258382797241
0.7749999999999999,bus,622.8599243164062,0.9979462027549744,2194.111328125,0.9988526701927185,22.23174476623535,1.2863435745239258,1484.796875,0.9992281794548035
0.7999999999999999,bus,623.0198364257812,0.9982024431228638,2194.422119140625,0.9989941716194153,21.614334106445312,1.2506197690963745,1484.9434814453125,0.9993268847465515
0.825,bus,623.1751708984375,0.998451292514801,2194.724853515625,0.999131977558136,21.0150203704834,1.2159430980682373,1485.0849609375,0.9994220733642578
0.85,bus,623.325927734375,0.9986928105354309,2195.01953125,0.9992661476135254,20.433259963989258,1.1822820901870728,1485.2213134765625,0.9995138645172119
0.875,bus,623.47216796875,0.998927116394043,2195.306640625,0.999396800994873,19.868526458740234,1.1496062278747559,1485.3529052734375,0.9996023774147034
0.9,bus,623.6141967773438,0.9991546869277954,2195.585693359375,0.9995238780975342,19.3203125,1.1178861856460571,1485.4796142578125,0.999687671661377
0.925,bus,623.7520141601562,0.9993755221366882,2195.857421875,0.9996475577354431,18.788114547729492,1.0870928764343262,1485.6024169921875,0.9997702836990356
0.95,bus,623.8859252929688,0.9995900392532349,2196.12255859375,0.9997682571411133,18.271459579467773,1.0571988821029663,1485.72021484375,0.9998495578765869
0.9750000000000001,bus,624.0157470703125,0.999798059463501,2196.38037109375,0.999885618686676,17.769868850708008,1.0281764268875122,1485.834228515625,0.9999263286590576
1.0,bus,624.1417846679688,1.0,2196.631591796875,1.0,17.28289794921875,1.0,1485.9437255859375,1.0
1.025,bus,624.2642822265625,1.0001962184906006,2196.876220703125,1.0001113414764404,16.810100555419922,0.9726436138153076,1486.0498046875,1.000071406364441
1.05,bus,624.3829956054688,1.0003864765167236,2197.1142578125,1.000219702720642,16.35104751586914,0.9460825324058533,1486.1517333984375,1.0001399517059326
1.075,bus,624.4983520507812,1.0005712509155273,2197.345947265625,1.0003252029418945,15.905324935913086,0.9202927350997925,1486.2503662109375,1.0002063512802124
1.1,bus,624.6104125976562,1.0007507801055908,2197.57177734375,1.0004279613494873,15.472530364990234,0.8952509164810181,1486.345458984375,1.0002703666687012
1.125,bus,624.7191162109375,1.0009249448776245,2197.791748046875,1.00052809715271,15.052274703979492,0.8709346652030945,1486.43701171875,1.000331997871399
1.15,bus,624.8246459960938,1.001094102859497,2198.005859375,1.0006256103515625,14.644179344177246,0.8473219871520996,1486.525390625,1.0003914833068848
1.175,bus,624.9271850585938,1.001258373260498,2198.21435546875,1.000720500946045,14.247872352600098,0.8243914246559143,1486.6107177734375,1.0004488229751587
1.2000000000000002,bus,625.0266723632812,1.0014177560806274,2198.41748046875,1.0008130073547363,13.86299991607666,0.8021224141120911,1486.693115234375,1.0005043745040894
1.225,bus,625.1231689453125,1.0015723705291748,2198.615478515625,1.0009031295776367,13.489215850830078,0.7804950475692749,1486.7723388671875,1.0005576610565186
1.25,bus,625.2169799804688,1.0017226934432983,2198.807861328125,1.0009907484054565,13.126190185546875,0.7594901323318481,1486.848876953125,1.0006091594696045
1.275,bus,625.3081665039062,1.001868724822998,2198.995361328125,1.001076102256775,12.773589134216309,0.7390883564949036,1486.9227294921875,1.0006588697433472
1.3,bus,625.3966064453125,1.002010464668274,2199.17822265625,1.0011593103408813,12.431105613708496,0.7192720770835876,1486.994140625,1.0007069110870361
