multiplier,mode_changed,demand_train,rel_demand_train,demand_car,rel_demand_car,demand_bus,rel_demand_bus,demand_air,rel_demand_air
0.7,train,1036.6287841796875,1.6608866453170776,1967.6943359375,0.8957780599594116,14.021306991577148,0.8112821578979492,1305.6556396484375,0.8786709904670715
0.725,train,996.217041015625,1.5961389541625977,1989.3310546875,0.905627965927124,14.306634902954102,0.8277914524078369,1324.145263671875,0.8911139965057373
0.75,train,956.8696899414062,1.5330966711044312,2010.5316162109375,0.9152793884277344,14.590553283691406,0.8442191481590271,1342.0081787109375,0.9031352400779724
0.7749999999999999,train,918.6061401367188,1.4717907905578613,2031.2841796875,0.9247268438339233,14.872734069824219,0.8605462908744812,1359.23681640625,0.914729654788971
0.7999999999999999,train,881.4407348632812,1.412244439125061,2051.578369140625,0.9339656233787537,15.152859687805176,0.8767545819282532,1375.82763671875,0.9258948564529419
0.825,train,845.3846435546875,1.3544753789901733,2071.405029296875,0.9429915547370911,15.430601119995117,0.8928248882293701,1391.780029296875,0.936630368232727
0.85,train,810.4442138671875,1.29849374294281,2090.756103515625,0.9518010020256042,15.705652236938477,0.9087395071983337,1407.093994140625,0.9469362497329712
0.875,train,776.6223754882812,1.2443044185638428,2109.626220703125,0.9603914618492126,15.977705001831055,0.924480676651001,1421.77392578125,0.9568154811859131
0.9,train,743.9183349609375,1.1919059753417969,2128.009765625,0.9687604308128357,16.246461868286133,0.940031111240387,1435.8258056640625,0.9662719964981079
0.925,train,712.3275146484375,1.1412911415100098,2145.9033203125,0.9769063591957092,16.511629104614258,0.9553738832473755,1449.2574462890625,0.9753111004829407
0.95,train,681.8421630859375,1.0924475193023682,2163.305419921875,0.984828531742096,16.77293586730957,0.9704932570457458,1462.07958984375,0.983940064907074
0.9750000000000001,train,652.451416015625,1.0453577041625977,2180.21435546875,0.9925261735916138,17.030107498168945,0.9853733777999878,1474.3038330078125,0.9921666383743286
1.0,train,624.1417846679688,1.0,2196.631591796875,1.0,17.28289794921875,1.0,1485.9437255859375,1.0
1.025,train,596.89697265625,0.9563483595848083,2212.55810546875,1.007250428199768,17.53105926513672,1.0143587589263916,1497.013916015625,1.007449984550476
1.05,train,570.6983032226562,0.9143728613853455,2227.996826171875,1.014278769493103,17.774375915527344,1.0284372568130493,1507.5306396484375,1.014527440071106
1.075,train,545.525146484375,0.874040424823761,2242.951904296875,1.0210869312286377,18.012632369995117,1.0422229766845703,1517.510498046875,1.0212435722351074
1.1,train,521.3551025390625,0.8353151679039001,2257.427978515625,1.027677059173584,18.245641708374023,1.055704951286316,1526.97119140625,1.027610421180725
1.125,train,498.1644287109375,0.7981590628623962,2271.43115234375,1.0340518951416016,18.47323226928711,1.0688735246658325,1535.9312744140625,1.0336402654647827
1.15,train,475.927490234375,0.762531042098999,2284.968017578125,1.0402145385742188,18.69524574279785,1.0817193984985352,1544.4091796875,1.039345622062683
1.175,train,454.617919921875,0.7283888459205627,2298.04638671875,1.046168327331543,18.911561965942383,1.0942355394363403,1552.42431640625,1.0447396039962769
1.2000000000000002,train,434.2084655761719,0.6956888437271118,2310.674072265625,1.0519169569015503,19.1220645904541,1.1064153909683228,1559.9957275390625,1.049834966659546
1.225,train,414.67132568359375,0.6643863916397095,2322.85986328125,1.0574644804000854,19.326663970947266,1.1182537078857422,1567.14208984375,1.0546443462371826
1.25,train,395.97802734375,0.6344360113143921,2334.61376953125,1.0628153085708618,19.525291442871094,1.129746437072754,1573.8828125,1.0591806173324585
1.275,train,378.0999450683594,0.6057917475700378,2345.945556640625,1.0679740905761719,19.71790885925293,1.1408913135528564,1580.23681640625,1.063456654548645
1.3,train,361.00830078125,0.5784075260162354,2356.86474609375,1.0729448795318604,19.904483795166016,1.151686668395996,1586.22265625,1.067484974861145
